28,96,12,31,66,27,20,85,8,16,83,65,3,44,90,4,1,87,76,53,36,73,40,17,23,91,41,77,98,69,25,60,26,59,99,86,34,82,45,56,11,14,24,62,58,43,13,50,89,61,37,32,15,9,100,54,67,46,10,71,21,88,64,5,97,39,95,93,38,78,92,79,30,19,49,18,84,94,68,52,63,2,29,72,80,74,70,33,47,42,48,75,7,22,81,35,55,51,57,6
29,96,11,28,68,18,23,85,8,15,80,69,3,37,89,5,1,86,74,51,40,72,35,20,21,91,48,77,98,61,31,56,27,55,99,87,36,83,43,54,12,14,16,67,58,50,24,53,90,62,33,26,13,10,100,59,63,47,9,65,17,88,64,4,97,44,94,93,39,76,92,79,30,22,46,19,84,95,71,52,60,2,32,78,81,73,70,34,49,42,41,75,6,25,82,38,66,45,57,7
20,98,39,51,52,63,28,87,6,29,92,48,9,55,82,4,1,79,85,57,16,76,62,32,33,94,17,80,99,86,7,72,18,67,91,69,27,75,45,58,19,24,61,37,47,11,3,38,56,44,53,65,35,5,97,36,78,34,25,90,50,74,73,8,88,30,100,89,40,81,95,70,21,26,66,42,93,96,46,54,68,2,10,43,71,84,64,23,31,41,60,83,22,14,59,13,15,77,49,12
26,97,14,35,66,31,21,87,7,15,83,63,3,47,90,4,1,86,81,54,34,72,46,19,25,91,37,79,99,71,17,62,23,61,98,84,33,82,45,59,12,13,29,55,56,36,11,48,85,60,41,38,16,9,100,52,70,43,10,73,28,88,67,5,94,39,96,92,40,80,93,75,27,20,51,24,89,95,65,53,64,2,22,68,78,74,69,30,44,42,49,77,8,18,76,32,50,58,57,6
50,66,11,15,75,2,34,60,38,24,27,80,1,26,91,20,5,88,33,42,79,47,17,23,29,67,84,56,82,16,78,30,52,40,99,95,58,74,43,44,31,28,3,89,65,92,87,76,100,77,21,6,19,54,97,83,32,64,13,10,8,94,37,4,96,61,55,86,49,51,71,70,53,36,25,14,39,68,85,46,41,7,73,93,72,35,63,59,69,48,22,45,9,57,90,81,98,12,62,18
20,97,22,41,62,43,24,88,6,18,89,61,4,50,87,3,1,86,82,58,29,72,51,25,27,92,33,76,99,75,12,67,17,64,96,83,32,81,45,60,13,16,40,49,53,28,8,44,80,54,46,48,21,7,100,47,70,38,11,84,34,85,69,5,93,35,98,91,37,78,94,73,23,19,57,31,90,95,59,56,66,2,14,63,74,79,68,30,39,42,52,77,10,15,71,26,36,65,55,9
48,72,10,16,74,2,32,63,33,23,31,81,1,26,92,19,4,89,36,41,75,51,18,21,27,73,82,58,86,20,70,30,52,38,99,95,56,80,40,44,29,25,3,88,64,91,84,69,100,76,22,8,17,47,98,83,34,62,11,12,9,94,39,5,97,59,60,87,50,55,77,68,53,35,28,14,43,78,85,45,42,6,67,93,71,37,65,57,66,46,24,49,7,54,90,79,96,13,61,15
31,91,11,22,72,10,24,83,13,17,67,75,2,32,94,5,1,88,64,48,53,65,26,20,23,87,59,74,96,45,43,46,30,49,99,92,38,82,36,51,18,19,9,76,62,66,42,61,97,68,27,16,14,21,100,70,55,52,8,44,12,93,58,4,98,47,86,95,39,73,89,79,34,25,35,15,77,90,78,50,56,3,40,84,80,63,71,37,57,41,33,69,6,29,85,54,81,28,60,7
33,90,11,19,74,8,24,81,16,17,61,76,2,30,93,6,1,91,57,44,59,63,23,18,22,87,67,70,96,36,51,39,34,45,99,95,43,82,38,49,21,20,7,78,64,75,54,66,98,72,25,13,15,27,100,73,46,55,10,32,12,94,53,4,97,50,84,92,41,68,88,77,37,28,31,14,71,89,79,48,52,3,47,85,80,56,69,42,58,40,29,65,5,35,86,60,83,26,62,9
60,45,13,14,75,1,46,50,57,33,10,79,4,28,81,44,23,80,21,40,84,39,12,31,36,53,92,47,58,7,90,24,64,35,95,94,67,66,48,41,43,38,2,93,68,98,97,78,100,77,19,5,26,74,87,86,25,73,16,3,8,91,32,9,88,70,29,72,56,42,54,61,63,51,22,15,18,52,83,49,37,20,82,96,65,27,59,71,76,55,17,34,11,69,85,89,99,6,62,30
