7,19,16,29,1,72,64,48,25,59
21,43,67,97,96,11,16,4,74,66
52,5,33,48,61,40,15,12,54,94
46,84,1,56,72,15,7,75,64,58
22,5,73,60,58,61,56,45,82,39
44,70,62,23,98,64,57,17,88,36
81,99,83,36,19,70,74,12,29,40
32,1,41,19,99,21,60,89,35,48
53,19,70,71,94,44,22,18,33,73
76,86,36,79,62,7,8,13,1,19
36,83,63,11,88,13,79,68,6,30
97,95,10,2,81,77,94,90,66,72
34,24,43,75,83,36,28,90,94,56
84,40,8,61,92,34,69,31,38,21
100,53,42,79,8,60,22,14,96,86
4,13,28,74,88,10,63,95,87,83
74,49,32,71,20,83,95,87,59,5
23,61,6,32,94,52,97,31,69,14
75,89,76,99,71,40,44,9,7,53
1,51,84,29,39,55,59,36,77,97
90,78,61,100,6,25,18,24,99,59
88,22,27,67,17,9,32,29,53,56
68,61,39,42,66,78,35,98,75,33
19,13,9,39,96,14,75,3,81,89
45,13,8,47,86,14,5,97,76,93
1,28,29,80,99,18,38,10,92,98
6,45,94,71,33,58,98,69,67,27
58,83,76,3,69,22,32,37,54,39
47,96,36,34,38,70,7,45,72,32
74,16,100,46,84,26,83,85,96,36
88,20,49,16,41,19,42,39,30,78
13,100,6,15,37,59,35,25,85,5
82,15,78,90,71,20,17,65,55,98
34,86,25,43,88,11,35,48,49,9
71,8,72,40,9,65,52,64,47,38
85,17,5,10,35,64,3,31,90,19
88,38,92,10,76,40,61,78,56,82
88,21,24,25,10,57,8,100,62,66
27,50,24,96,55,88,49,72,12,40
8,4,45,84,98,25,59,21,2,65
64,76,38,21,50,12,9,78,8,40
96,25,52,58,48,69,41,90,70,6
70,28,4,66,71,45,76,77,18,38
82,49,100,91,41,74,90,86,80,34
43,14,38,52,22,68,4,84,46,42
65,95,27,58,17,47,6,16,53,44
45,56,97,85,87,18,35,17,21,93
7,9,29,28,79,71,66,75,73,35
13,40,7,68,70,97,27,52,83,38
55,24,99,25,17,30,19,45,12,6
20,25,55,5,69,48,41,28,62,84
6,44,70,23,63,47,73,33,20,36
53,45,68,79,78,1,90,5,92,87
16,62,52,59,34,88,75,24,58,93
86,50,83,87,65,31,51,39,90,9
82,15,13,39,45,21,25,59,14,67
73,59,34,63,65,15,94,8,79,91
85,63,3,28,9,94,15,12,79,46
42,66,91,85,92,57,21,20,64,83
38,87,55,76,57,86,43,1,8,90
79,70,28,71,10,50,64,38,75,34
97,14,87,65,17,98,35,42,62,90
10,85,75,11,87,24,67,77,90,72
11,97,58,60,21,38,32,1,8,4
34,92,26,88,11,31,63,53,49,90
83,85,75,20,67,64,43,74,46,23
76,24,63,89,26,42,84,23,46,32
14,65,36,69,2,26,57,92,71,51
44,71,6,42,92,24,97,18,50,89
29,84,74,67,25,22,21,92,73,99
79,23,53,74,96,69,34,27,73,80
41,90,8,74,70,40,16,14,10,47
94,62,51,7,86,88,93,60,11,17
33,81,5,63,47,75,85,11,53,32
78,4,13,68,100,35,24,3,38,5
60,24,25,56,19,54,61,79,72,8
63,97,13,8,62,79,12,100,9,51
40,82,94,49,44,39,34,3,86,20
4,32,66,95,36,25,26,50,35,11
26,22,67,34,76,58,41,9,91,30
27,34,11,60,22,25,17,54,49,13
40,54,91,90,85,69,87,95,65,57
90,70,53,46,15,77,81,21,88,75
97,10,39,40,74,79,32,7,66,71
20,93,63,44,90,9,74,62,7,37
56,82,78,19,40,88,38,36,85,34
91,32,78,79,94,47,10,92,21,98
93,85,43,38,67,88,4,84,23,46
45,62,54,89,10,99,92,36,80,38
88,80,36,33,69,55,7,79,53,37
13,18,17,36,97,27,33,25,21,38
28,84,59,60,36,2,86,67,34,83
18,63,92,24,5,81,65,49,23,1
69,3,67,65,77,89,36,1,56,44
64,69,38,17,91,23,9,39,54,4
45,7,79,61,60,26,87,81,22,99
65,14,88,63,57,18,45,30,82,72
39,7,91,82,55,18,92,36,33,97
70,32,13,53,69,99,38,26,14,85
54,7,11,52,50,21,14,93,65,81
