5,10,47,68,7,73,48,84,88,32,23,82,55,71,64,29,35,43,53,57,19,21,99,49,6,97,66,93,81,8,78,30,16,98,45,39,96,17,28,77,37,89,26,1,90,14,80,42,62,100,58,22,50,9,25,92,75,33,31,36,20,4,41,27,87,18,59,61,2,15,69,44,79,34,94,86,12,13,11,85,51,67,40,54,70,83,76,74,56,24,38,91,52,46,60,63,65,72,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,12,93,13,32,77,38,90,46,51,87,18,74,78,60,49,79,72,84,44,6,82,47,20,34,26,50,4,92,25,56,73,83,19,8,75,76,57,67,91,69,63,41,68,94,45,52,40,70,95,11,29,35,85,17,21,33,55,48,53,27,28,97,71,89,23,14,36,65,81,5,59,39,61,31,24,10,43,9,88,86,3,30,64,80,99,1,62,2,16,37,54,22,15,7,96,100,58,66,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,43,84,16,8,80,28,72,14,36,65,52,21,27,45,57,5,98,7,66,31,51,69,88,87,99,71,26,23,82,30,17,6,74,46,44,68,13,97,34,76,53,90,92,40,63,42,77,94,9,100,29,37,19,47,78,85,79,33,41,56,24,58,2,3,50,35,15,18,10,81,89,11,62,83,86,93,54,38,49,70,60,64,20,25,12,75,32,39,55,91,59,48,95,73,4,61,22,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,30,17,98,33,63,21,25,83,16,26,81,72,70,43,47,71,36,10,96,95,18,3,75,42,91,84,59,99,32,29,13,40,69,6,31,1,44,100,11,86,66,53,80,23,45,76,19,37,12,39,62,64,77,94,35,46,34,15,78,82,67,61,9,4,41,20,68,27,90,2,7,57,92,54,56,14,93,85,24,38,65,73,60,22,50,79,28,89,87,48,8,52,58,88,49,51,97,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,56,92,30,61,68,100,88,94,28,54,2,59,3,51,85,55,75,9,63,87,11,36,53,31,90,58,48,24,39,62,57,6,13,95,12,82,50,18,97,99,79,98,10,91,14,38,33,72,89,25,42,70,7,23,35,69,17,29,74,37,43,1,15,76,46,4,96,16,20,60,19,41,40,22,80,21,52,26,34,27,49,84,81,86,64,47,67,8,66,44,45,93,32,73,71,78,83,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,100,9,7,98,94,64,59,22,81,80,36,29,89,10,65,70,91,49,97,23,73,39,84,21,93,56,88,48,57,60,42,40,35,12,24,38,25,6,3,46,51,69,19,43,53,26,8,33,76,96,78,83,13,37,14,75,28,61,87,72,15,82,74,27,52,16,63,55,44,32,5,20,34,58,79,77,50,95,66,54,17,41,90,47,31,45,2,11,30,85,1,86,99,71,62,68,92,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,11,7,47,93,87,56,46,92,66,74,9,79,80,89,54,86,68,4,64,88,44,35,16,82,17,84,94,8,72,12,78,96,34,95,26,19,58,38,5,3,62,30,63,42,91,20,24,32,67,73,53,27,37,65,83,28,40,45,1,48,76,77,52,51,50,60,61,99,49,98,55,31,39,57,71,33,29,21,36,97,2,41,13,81,43,10,70,18,14,85,25,22,23,15,6,90,59,69,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,61,74,29,22,70,85,18,12,7,24,83,46,11,53,47,50,67,41,75,88,51,94,54,44,34,84,63,32,16,69,95,79,26,68,57,45,81,87,4,60,55,64,2,27,62,3,33,92,48,28,71,38,43,8,77,40,39,52,73,100,91,25,15,78,1,19,5,31,36,99,9,82,93,20,90,49,59,58,72,65,14,86,89,13,37,97,10,35,42,6,80,17,30,56,66,76,23,21,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,72,15,9,82,33,98,20,79,24,46,51,42,31,11,60,76,78,99,91,28,16,6,22,50,64,74,68,29,12,54,32,95,94,17,23,65,2,77,56,59,14,88,34,87,93,21,40,100,92,53,30,8,86,83,48,43,89,70,1,69,66,35,80,45,58,13,90,71,67,55,57,75,96,52,5,41,4,7,49,18,62,44,25,81,63,19,26,27,37,3,84,38,85,39,36,61,10,47,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,90,6,49,54,10,36,48,18,93,91,28,73,53,68,45,63,3,13,84,4,79,17,67,61,1,81,94,77,41,37,86,39,22,64,55,66,89,88,44,32,24,72,65,99,30,8,5,14,52,35,60,12,21,96,83,56,95,98,70,2,100,15,7,74,92,69,76,46,78,62,71,33,59,29,97,87,58,50,27,51,75,82,43,25,42,16,20,40,80,11,34,31,38,9,85,19,26,57,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
