100,8,98,15,91,58,1,39,5,11,24,96,95,60,64,33,50,19,46,51,34,90,78,99,20,92,72,81,38,35,2,97,62,26,49,82,68,40,25,94,83,18,10,21,87,73,89,77,84,55,48,22,70,14,42,86,75,65,13,67,7,43,29,69,17,54,30,88,37,74,76,41,36,12,31,80,16,3,28,59,93,4,45,52,53,63,71,44,79,47,66,56,85,9,57,6,61,32,27,23
65,73,29,28,36,32,74,61,10,64,95,13,71,77,35,80,87,89,76,86,50,31,39,5,92,22,81,52,56,41,66,8,23,53,99,25,60,16,44,26,42,40,2,46,97,27,90,30,12,37,49,94,48,70,15,20,4,58,96,24,93,78,69,47,51,82,1,6,59,38,11,19,68,63,98,21,62,88,43,18,72,84,83,100,17,9,33,7,79,55,67,85,34,14,3,57,54,45,75,91
100,9,98,13,90,58,1,42,3,11,29,92,97,65,62,38,51,24,49,52,34,88,78,99,26,89,76,81,41,36,2,93,59,22,57,80,72,32,21,91,86,17,6,20,96,70,95,77,83,53,46,28,73,14,35,85,71,66,15,64,10,44,30,68,16,54,19,84,39,74,75,33,40,12,43,79,18,4,23,56,94,5,48,60,45,55,69,37,82,47,67,61,87,8,50,7,63,31,25,27
96,30,71,7,73,38,14,54,2,23,87,50,94,85,44,69,89,79,72,88,39,66,67,34,83,60,91,81,47,28,12,36,27,29,97,51,76,10,21,61,77,16,1,25,100,41,98,52,40,42,46,86,65,35,8,55,9,74,75,32,63,70,49,62,24,84,3,19,53,59,20,11,57,26,93,48,37,43,22,18,95,33,80,99,15,13,45,5,92,56,78,90,68,4,6,17,64,31,58,82
99,12,94,7,92,49,5,41,1,11,53,83,97,77,56,44,66,42,58,67,31,87,79,82,46,84,89,90,36,29,3,80,45,27,85,74,75,18,21,88,91,15,2,22,100,57,98,69,71,50,43,51,70,16,19,81,39,73,32,54,25,52,35,64,17,65,6,62,37,68,55,20,40,13,63,72,24,9,23,38,96,10,59,93,30,34,60,14,95,48,76,78,86,4,26,8,61,28,33,47
100,11,95,10,93,53,4,40,1,12,45,88,97,71,58,42,61,35,54,62,32,89,80,92,38,87,83,86,36,30,3,84,50,26,76,78,73,22,19,91,90,14,2,21,99,60,98,74,79,51,46,43,68,16,24,82,52,67,27,56,15,48,33,66,17,63,8,75,37,69,59,25,39,13,57,77,20,6,23,47,96,9,55,81,34,44,65,18,94,49,72,70,85,5,31,7,64,28,29,41
36,86,11,45,24,34,91,64,38,80,94,6,44,63,37,84,85,88,70,77,58,19,31,1,92,13,66,40,61,48,87,2,27,62,95,18,50,30,57,14,32,53,16,60,83,23,69,22,8,39,49,93,42,79,28,12,4,51,97,25,98,73,71,43,67,75,7,3,65,35,9,33,68,78,96,17,72,99,54,21,46,89,76,100,26,10,29,15,59,56,52,74,20,41,5,82,47,55,81,90
97,25,83,6,82,38,9,50,2,18,81,58,96,86,44,61,88,71,70,87,36,72,69,48,74,66,92,89,42,29,8,46,35,28,95,57,78,11,20,68,85,15,1,23,100,40,99,56,45,39,43,79,67,27,10,59,14,76,63,37,53,62,41,64,21,84,3,34,47,60,30,12,52,19,91,55,32,31,22,26,94,24,77,98,17,16,51,5,93,54,80,90,73,4,7,13,65,33,49,75
100,11,95,10,92,52,4,41,1,12,44,88,97,70,58,43,59,34,55,60,32,89,80,93,36,87,82,85,37,30,3,84,51,23,74,78,73,24,19,91,90,15,2,20,99,62,98,75,79,50,46,42,69,16,25,83,53,68,27,57,14,47,31,66,17,61,9,76,38,71,63,26,39,13,54,77,18,6,22,48,96,8,56,81,35,45,65,21,94,49,72,67,86,5,33,7,64,28,29,40
98,18,90,7,86,41,6,46,2,15,72,70,96,85,49,53,84,57,66,83,33,82,74,60,63,75,92,91,38,30,5,56,34,28,93,61,77,12,21,78,88,14,1,24,100,48,99,58,54,44,45,69,71,27,11,68,26,76,51,39,36,55,37,67,20,79,3,42,43,62,35,13,47,17,89,59,29,19,25,32,95,16,73,97,23,22,52,8,94,50,80,87,81,4,9,10,64,31,40,65
