18,83,51,61,49,48,13,3,40,32
91,44,46,48,45,63,62,37,75,59
31,61,25,30,62,74,51,13,71,3
16,83,100,80,32,23,44,96,3,77
60,67,17,76,11,57,32,47,50,23
67,7,59,79,20,72,92,13,49,87
70,5,56,33,98,29,8,65,74,61
77,48,14,78,95,17,35,19,21,83
80,34,15,46,10,3,37,53,81,86
94,85,34,72,86,76,16,39,28,62
12,33,98,72,23,34,45,35,82,18
98,73,32,77,24,16,51,27,78,18
4,96,5,50,36,48,70,58,75,90
70,36,92,50,71,3,10,100,11,89
89,31,14,74,51,99,55,10,45,41
64,96,10,57,48,33,14,54,42,89
10,57,86,99,20,27,76,79,89,60
7,75,31,67,54,39,99,81,27,24
96,38,68,29,3,88,54,53,81,61
98,97,57,58,59,19,89,52,51,100
79,65,55,21,52,35,82,31,68,45
95,7,74,39,72,29,46,56,93,70
11,61,89,8,69,58,82,19,56,36
83,14,30,61,90,13,97,36,34,73
44,38,98,91,21,58,69,95,37,89
24,1,46,72,30,78,6,100,2,52
50,10,9,34,32,18,60,37,100,76
52,6,99,51,30,29,80,93,46,92
72,94,9,93,85,60,74,16,81,99
10,73,94,33,3,47,35,51,6,8
24,9,3,26,77,73,28,66,20,74
32,40,36,94,57,51,18,2,61,17
80,38,72,33,3,89,82,74,100,78
78,88,6,48,15,32,85,80,26,23
55,53,31,24,49,41,33,15,44,70
68,56,45,32,49,27,21,7,75,19
18,95,14,21,35,25,75,88,51,28
57,60,86,31,74,90,7,30,53,8
82,55,66,31,19,70,68,72,77,47
82,51,39,67,69,32,94,97,12,10
48,71,41,85,91,94,45,54,35,31
78,16,2,19,66,49,26,57,93,41
24,12,23,94,41,2,21,7,90,78
79,42,37,54,55,44,77,46,93,96
62,8,76,2,36,10,12,97,40,98
69,37,6,22,28,84,83,13,12,64
54,69,42,82,83,24,56,97,1,33
3,5,49,34,91,73,37,19,25,28
49,91,85,26,28,89,61,27,84,16
82,11,42,8,55,64,80,56,87,38
33,77,15,98,85,97,11,14,52,84
22,16,62,78,27,61,4,5,73,45
99,93,46,49,15,36,91,24,29,13
85,34,26,9,70,2,60,42,61,20
2,95,8,53,66,99,12,41,71,5
39,7,82,67,79,42,90,40,93,32
23,50,46,40,54,59,75,22,35,58
85,73,63,4,80,79,30,90,16,14
42,39,61,18,12,36,46,92,23,57
93,98,9,33,80,85,96,39,83,82
88,21,22,95,76,53,74,40,9,64
28,42,67,95,8,27,100,47,85,77
100,75,69,30,78,46,49,5,48,38
68,41,56,64,23,10,48,34,86,54
78,79,39,18,6,92,13,48,3,49
88,51,17,69,63,15,3,48,45,33
3,87,70,9,42,58,52,8,53,79
40,12,71,56,55,62,20,79,14,17
23,40,41,10,51,20,99,52,59,88
61,65,84,30,75,39,46,10,47,24
46,15,33,34,6,37,2,31,59,25
68,71,9,44,29,41,70,78,35,22
54,82,30,95,84,92,97,36,85,49
32,71,47,46,3,92,11,75,27,62
99,59,8,10,29,32,3,40,45,68
93,57,95,90,58,83,59,53,22,16
77,92,64,15,4,36,52,82,17,22
61,58,59,30,73,70,45,15,13,91
82,90,32,44,50,92,72,91,98,23
54,28,78,8,39,76,50,44,33,92
90,55,2,100,65,35,29,50,93,1
24,68,48,33,12,32,65,81,39,11
9,10,72,33,98,20,55,83,66,84
59,25,52,18,67,46,71,5,12,1
31,88,79,69,87,73,85,12,97,40
78,35,19,55,23,80,15,5,32,13
78,86,37,82,61,89,48,44,45,68
5,87,40,17,66,16,89,75,84,31
57,12,80,38,64,29,46,52,17,62
46,56,85,74,17,65,78,51,83,11
10,38,94,77,48,52,66,69,95,14
74,21,80,97,70,4,91,33,93,3
86,88,79,76,48,36,96,44,98,15
51,6,39,18,25,87,44,34,56,29
97,9,96,71,59,88,84,76,18,6
82,61,90,14,62,22,5,50,26,3
33,36,40,23,19,99,20,60,2,35
9,44,54,51,62,28,53,69,7,78
60,7,88,2,55,48,64,46,73,91
33,56,29,4,13,70,24,18,79,30
44,4,23,89,79,31,42,62,78,54
22,82,74,81,34,46,91,64,48,98
53,27,31,16,69,56,15,63,93,48
30,28,60,55,93,63,92,98,34,47
49,48,38,81,25,27,58,2,66,7
62,19,53,79,8,99,25,84,5,80
49,46,93,98,95,79,16,2,59,82
15,85,80,44,24,18,66,37,28,69
68,87,13,19,55,20,90,75,25,82
29,24,4,10,80,74,60,21,11,14
