1,49,44,28,8,48,0,0,0,0,0,0
43,25,12,5,21,39,22,0,0,0,0,0
18,33,19,36,0,0,0,0,0,0,0,0
13,19,0,0,0,0,0,0,0,0,0,0
47,45,41,0,0,0,0,0,0,0,0,0
7,49,50,16,31,18,0,0,0,0,0,0
14,42,50,37,0,0,0,0,0,0,0,0
48,12,13,23,20,44,49,32,0,0,0,0
50,49,48,10,0,0,0,0,0,0,0,0
28,5,43,18,0,0,0,0,0,0,0,0
12,14,46,25,44,0,0,0,0,0,0,0
14,46,16,40,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0
27,24,47,31,1,37,45,30,34,0,0,0
45,38,1,8,7,28,0,0,0,0,0,0
15,18,17,0,0,0,0,0,0,0,0,0
42,34,14,13,0,0,0,0,0,0,0,0
24,9,33,34,30,15,26,0,0,0,0,0
29,26,25,18,24,40,31,49,28,0,0,0
39,27,10,14,18,0,0,0,0,0,0,0
8,39,2,48,29,0,0,0,0,0,0,0
25,30,35,40,8,20,0,0,0,0,0,0
22,18,0,0,0,0,0,0,0,0,0,0
8,4,7,35,0,0,0,0,0,0,0,0
32,40,6,7,26,35,0,0,0,0,0,0
10,27,49,2,0,0,0,0,0,0,0,0
9,23,18,50,5,0,0,0,0,0,0,0
10,6,2,15,34,35,0,0,0,0,0,0
43,47,6,0,0,0,0,0,0,0,0,0
17,50,40,45,44,15,36,0,0,0,0,0
38,2,37,25,43,0,0,0,0,0,0,0
11,23,16,0,0,0,0,0,0,0,0,0
37,31,21,17,39,40,23,41,0,0,0,0
29,17,38,0,0,0,0,0,0,0,0,0
16,6,44,24,5,0,0,0,0,0,0,0
14,24,7,47,0,0,0,0,0,0,0,0
7,39,4,20,43,33,0,0,0,0,0,0
36,46,39,16,0,0,0,0,0,0,0,0
16,32,20,22,12,0,0,0,0,0,0,0
19,35,3,29,4,31,0,0,0,0,0,0
4,47,44,28,42,0,0,0,0,0,0,0
47,28,24,32,11,26,0,0,0,0,0,0
35,42,46,36,30,21,0,0,0,0,0,0
4,1,29,12,0,0,0,0,0,0,0,0
44,5,22,19,48,0,0,0,0,0,0,0
38,34,12,45,10,0,0,0,0,0,0,0
20,31,48,8,47,14,45,13,0,0,0,0
6,3,38,21,27,10,11,19,18,0,0,0
47,25,46,29,0,0,0,0,0,0,0,0
23,27,0,0,0,0,0,0,0,0,0,0
37,6,20,39,11,0,0,0,0,0,0,0
32,27,16,39,22,17,34,35,0,0,0,0
49,39,2,47,5,42,0,0,0,0,0,0
21,28,27,8,37,45,36,46,0,0,0,0
29,1,27,50,16,0,0,0,0,0,0,0
20,11,48,30,29,0,0,0,0,0,0,0
46,36,11,26,37,4,0,0,0,0,0,0
22,32,42,12,43,11,0,0,0,0,0,0
33,45,41,34,14,38,0,0,0,0,0,0
13,45,31,0,0,0,0,0,0,0,0,0
26,19,0,0,0,0,0,0,0,0,0,0
10,15,47,9,35,0,0,0,0,0,0,0
12,13,42,50,27,20,24,0,0,0,0,0
40,38,0,0,0,0,0,0,0,0,0,0
32,20,0,0,0,0,0,0,0,0,0,0
2,37,50,36,33,23,0,0,0,0,0,0
41,7,5,38,0,0,0,0,0,0,0,0
29,43,44,31,3,17,0,0,0,0,0,0
48,10,19,33,21,13,39,40,0,0,0,0
5,33,26,0,0,0,0,0,0,0,0,0
41,49,7,4,0,0,0,0,0,0,0,0
16,9,43,8,22,37,0,0,0,0,0,0
21,44,10,25,0,0,0,0,0,0,0,0
15,7,37,0,0,0,0,0,0,0,0,0
17,2,8,4,42,0,0,0,0,0,0,0
30,43,15,1,0,0,0,0,0,0,0,0
15,50,38,21,0,0,0,0,0,0,0,0
13,1,2,0,0,0,0,0,0,0,0,0
40,28,12,9,46,13,0,0,0,0,0,0
46,29,9,27,32,0,0,0,0,0,0,0
23,3,5,17,6,0,0,0,0,0,0,0
11,23,34,41,0,0,0,0,0,0,0,0
44,24,32,14,0,0,0,0,0,0,0,0
21,15,23,41,0,0,0,0,0,0,0,0
18,25,19,16,38,0,0,0,0,0,0,0
9,48,43,50,3,0,0,0,0,0,0,0
33,3,13,2,49,0,0,0,0,0,0,0
3,8,22,49,32,1,14,19,0,0,0,0
25,7,24,22,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0
19,26,41,21,3,0,0,0,0,0,0,0
22,31,6,36,9,0,0,0,0,0,0,0
12,41,34,36,0,0,0,0,0,0,0,0
36,30,26,23,28,17,0,0,0,0,0,0
40,41,24,0,0,0,0,0,0,0,0,0
6,1,30,11,10,0,0,0,0,0,0,0
31,3,4,46,33,42,30,25,9,0,0,0
30,42,45,3,17,0,0,0,0,0,0,0
1,6,4,20,15,48,0,0,0,0,0,0
34,33,35,9,11,26,28,2,0,0,0,0
