0,2,1,5,4,6,3,7,8,9,-2,-2
0,-1,11,12,13,15,14,16,17,19,18,-2
0,1,2,4,3,5,6,7,8,9,-2,-2
0,1,2,4,3,5,6,7,8,9,-2,-2
0,1,2,5,4,3,7,6,-1,19,18,-2
0,1,3,4,2,5,6,7,8,9,-2,-2
0,1,4,3,5,2,6,7,8,-1,19,-2
1,2,3,0,5,4,6,7,8,9,-2,-2
0,1,4,2,3,5,8,6,9,-1,-1,27
1,0,2,7,3,4,5,6,8,9,-2,-2
0,1,2,6,3,4,8,5,7,9,-2,-2
0,1,3,2,4,5,6,7,8,9,-2,-2
0,1,2,3,4,5,6,7,9,-1,18,-2
0,2,1,4,5,3,6,7,8,9,-2,-2
0,1,2,3,5,7,4,6,8,9,-2,-2
2,3,0,1,4,6,5,7,8,-1,19,-2
0,1,5,7,3,2,6,4,8,9,-2,-2
2,0,3,1,4,5,8,6,9,-1,17,-2
1,2,0,3,4,5,6,7,9,8,-2,-2
0,2,4,3,1,5,6,7,8,9,-2,-2
0,1,2,3,4,5,6,7,8,9,-2,-2
0,1,2,3,4,5,6,9,7,-1,18,-2
0,1,2,4,5,3,6,7,8,9,-2,-2
0,1,2,3,7,4,5,8,6,9,-2,-2
0,1,2,3,4,5,6,9,7,-1,18,-2
1,0,3,5,4,2,6,7,9,-1,18,-2
0,1,2,3,7,4,5,6,8,9,-2,-2
0,1,3,2,4,5,6,7,9,-1,-1,28
0,2,1,3,4,5,7,6,8,-1,19,-2
0,1,2,3,4,6,7,5,9,8,-2,-2
1,0,2,3,4,5,7,6,8,9,-2,-2
0,1,2,4,3,5,6,7,8,-1,19,-2
0,1,2,3,4,6,7,5,8,-1,19,-2
0,1,2,4,3,5,6,8,7,9,-2,-2
0,1,2,3,4,7,-1,15,16,18,19,-2
0,3,4,1,2,5,6,7,8,9,-2,-2
0,1,2,3,4,5,6,8,9,7,-2,-2
0,2,1,3,5,6,4,8,7,9,-2,-2
0,1,2,3,4,5,6,7,8,9,-2,-2
1,2,0,4,5,6,3,7,8,9,-2,-2
0,1,2,3,4,5,6,7,8,9,-2,-2
0,1,3,4,2,5,6,7,8,9,-2,-2
0,1,2,3,5,4,6,7,8,9,-2,-2
0,1,2,3,4,5,6,7,8,9,-2,-2
0,1,3,5,2,6,4,7,8,9,-2,-2
0,1,2,3,4,5,6,9,-1,17,18,-2
0,2,1,3,4,5,6,7,8,9,-2,-2
1,0,2,3,4,7,5,6,8,9,-2,-2
2,0,1,3,4,6,7,8,5,9,-2,-2
1,0,2,3,4,5,6,7,8,9,-2,-2
14,55,116,175,204,253,297,360,399,375,257,55
0.28,1.122449,2.32,3.5,4.08,5.06,6.061224,7.2,8.3125,9.868421,18.357143,27.5
0,1,0,0,0,0,1,0,2,12,2,0
0,2,0,0,0,0,2,0,4,24,12.5,0
