0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
1.000000,0.000000,2.000000,4.000000,3.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,9.000000,8.000000
0.000000,1.000000,2.000000,3.000000,4.000000,7.000000,5.000000,6.000000,8.000000,9.000000
0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,8.000000,7.000000,9.000000
0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
1.000000,9.000000,20.000000,31.000000,39.000000,52.000000,59.000000,70.000000,80.000000,89.000000
0.100000,0.900000,2.000000,3.100000,3.900000,5.200000,5.900000,7.000000,8.000000,8.900000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
