0.601062,0.934983,0.957569,0.191624,0.865047,0.900282,0.933535,1.141887,1.036552,1.312559,1.320046,0.786013,0.995227,1.088832,1.605192,1.063967,0.750383,0.977738,1.022665,0.997940,0.189269,0.642325,0.827782,0.760733
0.811362,1.083000,1.135085,0.366295,0.974312,1.003758,0.942475,1.276620,0.984910,1.378261,1.375652,0.652864,1.277372,1.176715,1.584377,1.273525,0.659355,1.025823,1.112387,1.020879,0.299091,0.637358,0.930303,0.598086
1.102505,1.436307,1.511339,0.518949,1.285803,1.322243,1.218041,1.682516,1.256656,1.795249,1.789197,0.806673,1.722712,1.541185,2.038087,1.698435,0.826253,1.335965,1.458700,1.322897,0.415009,0.820782,1.227243,0.728167
0.606660,0.657543,0.714841,0.365347,0.564138,0.570757,0.434706,0.729503,0.384317,0.696084,0.683326,0.141272,0.898952,0.630762,0.689655,0.813948,0.192517,0.517151,0.603901,0.486076,0.260686,0.281341,0.536581,0.082762
0.811118,0.918600,0.990452,0.464772,0.796862,0.809702,0.651183,1.033682,0.605094,1.017357,1.003101,0.278783,1.216470,0.907894,1.050369,1.124102,0.335275,0.756198,0.866476,0.721745,0.338939,0.426753,0.758631,0.205102
0.379315,0.503312,0.528023,0.173043,0.452261,0.465724,0.435299,0.592398,0.453522,0.637763,0.636330,0.298392,0.596071,0.545219,0.730964,0.592658,0.302339,0.474661,0.515563,0.471811,0.140555,0.294127,0.431792,0.272438
0.841951,1.049467,1.112481,0.424788,0.930751,0.953785,0.846112,1.214817,0.850031,1.266837,1.258850,0.508020,1.298102,1.099400,1.402295,1.253989,0.537419,0.942434,1.043022,0.923929,0.328469,0.566021,0.887696,0.442602
1.155638,1.502148,1.581203,0.545990,1.344121,1.381975,1.270747,1.758605,1.309400,1.874342,1.867758,0.837847,1.804488,1.609929,2.125318,1.777218,0.859401,1.394802,1.523941,1.380495,0.435833,0.856004,1.282857,0.755168
1.039801,1.413316,1.477003,0.454165,1.276052,1.316357,1.252873,1.673598,1.320957,1.822110,1.820569,0.894550,1.646384,1.549575,2.113042,1.655157,0.895128,1.356331,1.463592,1.354562,0.377118,0.849376,1.218759,0.827277
0.686075,0.842956,0.895777,0.353484,0.745245,0.762778,0.667799,0.971850,0.664402,1.005459,0.998083,0.386129,1.053270,0.875872,1.102955,1.010733,0.413808,0.747903,0.831636,0.730627,0.270631,0.445563,0.710590,0.331414
0.683638,0.924837,0.967237,0.301229,0.834242,0.860298,0.815966,1.093872,0.858369,1.188370,1.187046,0.578170,1.080834,1.011640,1.375034,1.084241,0.579883,0.884565,0.955719,0.882615,0.249009,0.552828,0.796727,0.533435
1.229099,1.582114,1.668066,0.590024,1.412804,1.451494,1.323996,1.847450,1.356733,1.959386,1.951282,0.855737,1.913469,1.686871,2.209947,1.876092,0.883392,1.457988,1.597582,1.439981,0.467316,0.890513,1.348191,0.766013
1.144271,1.551384,1.621943,0.502156,1.400016,1.443973,1.371782,1.835937,1.444586,1.996547,1.994572,0.975473,1.810348,1.698833,2.312565,1.817883,0.977307,1.486153,1.604760,1.483501,0.415964,0.929675,1.337105,0.900989
0.666437,0.997497,1.027264,0.236008,0.916830,0.951935,0.965581,1.208164,1.058667,1.369238,1.374757,0.782223,1.089022,1.143152,1.652378,1.144100,0.754658,1.019771,1.075254,1.035124,0.219393,0.661942,0.876889,0.749675
1.078463,1.471812,1.537150,0.467478,1.329919,1.372324,1.310006,1.744617,1.383829,1.902926,1.901750,0.941364,1.709792,1.616922,2.210948,1.722100,0.940151,1.416524,1.526912,1.415759,0.389692,0.888585,1.270287,0.872276
0.694749,0.840434,0.895512,0.365872,0.740437,0.756859,0.652867,0.964654,0.642318,0.989215,0.980811,0.360979,1.061725,0.865381,1.074044,1.011540,0.393025,0.735726,0.822425,0.715861,0.277260,0.434295,0.705807,0.304053
0.928031,1.227989,1.288858,0.425419,1.102816,1.135410,1.058949,1.444314,1.101693,1.552850,1.549103,0.722269,1.457089,1.328346,1.777277,1.446895,0.732966,1.155702,1.256267,1.148115,0.344713,0.715234,1.052856,0.658375
1.832883,2.514777,2.624208,0.786453,2.274692,2.348114,2.250135,2.984819,2.382820,3.263490,3.262442,1.630376,2.910785,2.769910,3.801098,2.938924,1.624236,2.429396,2.615069,2.430504,0.659037,1.527342,2.172875,1.514501
1.115937,1.334887,1.425171,0.596727,1.173066,1.197921,1.021960,1.527213,0.996894,1.555842,1.541274,0.545513,1.699836,1.365379,1.676220,1.611104,0.601574,1.157043,1.298481,1.122427,0.449012,0.678276,1.117971,0.452339
0.334002,0.487038,0.503510,0.126023,0.445582,0.461873,0.461075,0.586457,0.500777,0.657922,0.659774,0.362673,0.541040,0.551839,0.786238,0.561693,0.352784,0.489937,0.519608,0.495314,0.113090,0.315227,0.426017,0.344875
0.987110,1.306350,1.371071,0.452389,1.173223,1.207910,1.126692,1.536535,1.172257,1.652115,1.648142,0.768673,1.549916,1.413214,1.891025,1.539174,0.779994,1.229580,1.336520,1.221544,0.366612,0.761005,1.120076,0.700734
0.958566,1.267648,1.330610,0.439864,1.138298,1.171888,1.092469,1.490735,1.136218,1.602306,1.598383,0.744335,1.504756,1.370834,1.833332,1.493825,0.755611,1.192505,1.296486,1.184535,0.356236,0.737811,1.086720,0.678254
1.326279,1.595209,1.701460,0.703969,1.403581,1.434002,1.230037,1.827953,1.204945,1.868238,1.851543,0.668185,2.023450,1.636990,2.020492,1.922692,0.732158,1.389431,1.556267,1.349856,0.531526,0.817294,1.337795,0.558453
1.230603,1.594862,1.679616,0.584248,1.426207,1.466039,1.344794,1.865695,1.383403,1.985540,1.978194,0.881424,1.919798,1.706627,2.247811,1.888209,0.905817,1.477520,1.615720,1.461436,0.465255,0.905469,1.361135,0.792837
0.845185,1.173513,1.222299,0.354305,1.063912,1.099174,1.062228,1.396905,1.130906,1.535392,1.535895,0.783460,1.347354,1.300000,1.797946,1.367824,0.776395,1.143053,1.226661,1.146062,0.300516,0.722108,1.016474,0.731629
1.085191,1.417836,1.491196,0.508346,1.270021,1.306301,1.206156,1.662131,1.246368,1.776029,1.770362,0.803312,1.697164,1.523664,2.019361,1.675472,0.821340,1.321689,1.441905,1.309560,0.407498,0.813130,1.212236,0.726510
0.536146,0.779339,0.806077,0.203774,0.712597,0.738498,0.735757,0.937750,0.798159,1.050697,1.053494,0.576556,0.867578,0.881792,1.254073,0.899401,0.561434,0.782413,0.830397,0.790602,0.182134,0.502850,0.681278,0.547703
0.699683,0.948539,0.991693,0.307099,0.855976,0.882846,0.838657,1.122496,0.883132,1.220646,1.219433,0.596288,1.106937,1.038649,1.413796,1.111501,0.597433,0.908602,0.981137,0.906966,0.254367,0.568363,0.817511,0.550734
0.786502,1.025957,1.079323,0.369408,0.918697,0.944826,0.871278,1.202232,0.899542,1.283608,1.279385,0.578489,1.229432,1.101619,1.458244,1.212831,0.592052,0.955227,1.042591,0.946143,0.295735,0.587231,0.876874,0.522638
1.270470,1.736801,1.813416,0.548934,1.569881,1.620134,1.548469,2.059586,1.637028,2.248202,2.247026,1.115686,2.015288,1.909623,2.614175,2.031379,1.113358,1.673561,1.803176,1.673192,0.458354,1.050570,1.499528,1.034638
0.928390,1.143675,1.214791,0.476531,1.011692,1.035721,0.908972,1.319526,0.905992,1.367158,1.357391,0.529333,1.426378,1.190123,1.502248,1.370435,0.565875,1.016972,1.129845,0.994133,0.365485,0.606773,0.964692,0.455638
