7,1,10,2,5,9,6,4,8,3
6,1,10,2,5,9,4,7,8,3
6,1,10,2,5,9,7,3,8,4
6,1,10,2,7,9,4,8,5,3
7,1,10,2,5,9,4,6,8,3
6,1,10,2,5,9,4,7,8,3
5,1,10,2,7,9,4,8,6,3
6,4,10,2,3,7,9,1,8,5
7,1,10,2,6,9,4,5,8,3
6,3,10,2,4,9,7,1,8,5
6,1,10,2,5,9,4,8,7,3
6,3,10,2,4,9,7,1,8,5
6,1,10,2,7,9,4,8,5,3
5,1,10,2,6,9,4,8,7,3
6,3,10,2,4,9,7,1,8,5
7,1,10,2,5,9,6,4,8,3
7,1,10,2,5,9,4,6,8,3
5,4,10,2,3,7,9,1,8,6
6,3,10,1,4,9,7,2,8,5
6,1,10,2,5,9,4,7,8,3
6,1,10,2,5,9,4,8,7,3
6,3,10,2,4,9,7,1,8,5
4,5,10,2,3,7,9,1,8,6
6,3,10,2,4,9,7,1,8,5
5,1,10,2,7,9,4,8,6,3
6,2,10,1,5,9,7,3,8,4
6,2,10,1,5,9,7,3,8,4
6,4,10,2,3,7,9,1,8,5
7,1,10,2,6,9,5,4,8,3
7,1,10,2,5,9,6,4,8,3
7,1,10,2,5,9,6,4,8,3
6,3,10,1,4,9,7,2,8,5
6,1,10,2,5,9,7,3,8,4
5,1,10,2,7,9,4,8,6,3
5,1,10,2,7,9,4,8,6,3
7,1,10,2,5,9,6,4,8,3
6,3,10,1,4,9,7,2,8,5
7,1,10,2,5,9,6,4,8,3
4,6,10,2,3,7,9,1,8,5
6,1,10,2,5,9,7,3,8,4
6,4,10,2,3,7,9,1,8,5
6,3,10,1,4,9,7,2,8,5
7,1,10,2,6,9,4,5,8,3
5,1,10,2,7,9,4,8,6,3
6,1,10,2,5,9,7,3,8,4
6,1,10,2,7,9,4,8,5,3
6,3,10,2,4,9,7,1,8,5
6,1,10,2,5,9,7,3,8,4
5,1,10,2,7,9,4,8,6,3
5,4,10,2,3,7,9,1,8,6
6,1,10,2,5,9,4,8,7,3
6,1,10,2,7,9,4,8,5,3
6,1,10,2,5,9,4,8,7,3
7,1,10,2,5,9,6,4,8,3
6,3,10,2,4,9,7,1,8,5
7,1,10,2,5,9,6,3,8,4
6,2,10,1,5,9,7,3,8,4
7,1,10,2,6,9,4,5,8,3
6,1,10,2,5,9,4,7,8,3
7,1,10,2,5,9,6,4,8,3
6,1,10,2,5,9,4,8,7,3
6,3,10,2,4,9,7,1,8,5
6,4,10,2,3,9,8,1,7,5
7,1,10,2,6,9,4,5,8,3
6,2,10,1,5,9,7,3,8,4
7,1,10,2,5,9,4,6,8,3
7,1,10,2,5,9,4,6,8,3
6,1,10,2,5,9,4,8,7,3
7,1,10,2,5,9,4,6,8,3
7,1,10,2,5,9,6,4,8,3
7,1,10,2,5,9,6,4,8,3
7,1,10,2,6,9,5,4,8,3
5,1,10,2,7,9,4,8,6,3
6,2,10,1,5,9,7,3,8,4
5,1,10,2,6,9,4,8,7,3
7,1,10,2,6,9,5,4,8,3
6,2,10,1,5,9,7,3,8,4
6,3,10,1,5,9,7,2,8,4
6,4,10,2,3,7,9,1,8,5
6,1,10,2,7,9,4,8,5,3
7,1,10,2,5,9,6,4,8,3
7,1,10,2,6,9,4,5,8,3
7,1,10,2,5,9,6,4,8,3
7,1,10,2,5,9,6,4,8,3
5,4,10,2,3,7,9,1,8,6
6,2,10,1,5,9,7,3,8,4
6,1,10,2,5,9,7,3,8,4
6,1,10,2,7,9,4,8,5,3
6,3,10,2,4,9,7,1,8,5
6,2,10,1,5,9,7,3,8,4
6,2,10,1,5,9,7,3,8,4
6,2,10,1,5,9,7,3,8,4
7,1,10,2,6,9,4,5,8,3
7,1,10,2,5,9,6,4,8,3
7,1,10,2,6,9,5,4,8,3
6,1,10,2,5,9,4,7,8,3
6,1,10,2,5,9,7,3,8,4
6,1,10,2,5,9,4,7,8,3
6,2,10,1,5,9,7,3,8,4
7,1,10,2,6,9,5,4,8,3
