4,3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6,8,0,0,0,0,0,0,0,0
7,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
4,9,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7,9,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
9,1,3,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,5,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0
10,1,7,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
4,8,0,0,0,0,0,0,0,0
2,6,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7,8,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4,5,10,9,0,0,0,0,0,0
5,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0
8,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4,8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6,3,0,0,0,0,0,0,0,0
9,2,3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0
8,3,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,3,6,0,0,0,0,0,0,0
