20,8,4,26,1,53,94,93,60,10,64,0,0,0,0,0,0,0,0
68,12,40,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,28,58,24,78,36,75,0,0,0,0,0,0,0,0,0,0,0,0
79,43,16,75,40,88,45,64,95,2,0,0,0,0,0,0,0,0,0
51,3,74,36,93,5,25,53,75,32,17,0,0,0,0,0,0,0,0
18,27,32,69,52,21,46,42,50,11,0,0,0,0,0,0,0,0,0
96,49,73,98,100,1,4,48,85,29,90,19,84,10,0,0,0,0,0
35,25,15,14,40,72,41,38,10,57,77,60,76,64,0,0,0,0,0
48,77,24,95,58,35,80,19,41,55,22,85,34,0,0,0,0,0,0
84,63,38,37,36,12,89,87,61,72,26,16,0,0,0,0,0,0,0
64,11,63,2,65,34,100,74,81,73,79,0,0,0,0,0,0,0,0
77,58,7,3,41,50,39,0,0,0,0,0,0,0,0,0,0,0,0
91,99,25,32,75,16,24,49,56,11,81,10,77,0,0,0,0,0,0
62,68,45,97,24,100,56,15,72,18,99,25,0,0,0,0,0,0,0
32,33,56,57,83,4,3,58,0,0,0,0,0,0,0,0,0,0,0
54,1,30,31,2,72,46,0,0,0,0,0,0,0,0,0,0,0,0
36,22,95,50,81,46,62,91,6,47,73,33,0,0,0,0,0,0,0
93,26,91,21,97,69,9,47,98,43,0,0,0,0,0,0,0,0,0
1,24,9,8,86,50,10,31,76,7,36,0,0,0,0,0,0,0,0
31,85,66,51,59,17,52,33,78,0,0,0,0,0,0,0,0,0,0
2,38,64,41,91,56,47,83,87,100,40,14,70,59,8,0,0,0,0
5,80,81,22,45,28,70,96,15,9,0,0,0,0,0,0,0,0,0
71,6,52,18,95,88,66,93,67,0,0,0,0,0,0,0,0,0,0
38,76,67,93,13,63,39,50,21,75,54,69,0,0,0,0,0,0,0
42,51,50,81,34,38,76,32,79,40,56,21,91,1,70,0,0,0,0
80,65,68,96,67,99,79,30,0,0,0,0,0,0,0,0,0,0,0
81,39,46,49,22,91,27,71,0,0,0,0,0,0,0,0,0,0,0
43,61,26,16,92,48,58,51,13,0,0,0,0,0,0,0,0,0,0
70,48,20,1,26,22,7,0,0,0,0,0,0,0,0,0,0,0,0
50,31,97,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,65,55,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,87,17,99,79,18,22,64,28,84,74,67,29,0,0,0,0,0,0
74,91,3,90,9,27,98,52,23,0,0,0,0,0,0,0,0,0,0
65,34,57,13,80,29,81,54,71,44,86,78,14,92,61,0,0,0,0
34,36,79,47,62,32,75,48,23,8,0,0,0,0,0,0,0,0,0
11,10,90,68,29,7,94,13,52,89,92,98,6,79,91,20,86,30,0
32,85,28,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,45,41,60,64,95,29,37,86,91,35,89,26,49,14,99,61,43,75
23,98,78,20,56,24,84,95,31,28,55,5,0,0,0,0,0,0,0
49,82,72,86,35,14,78,7,19,41,39,3,37,84,0,0,0,0,0
72,31,8,44,42,51,80,0,0,0,0,0,0,0,0,0,0,0,0
15,69,59,23,67,31,62,45,0,0,0,0,0,0,0,0,0,0,0
45,2,88,34,13,60,66,0,0,0,0,0,0,0,0,0,0,0,0
52,78,69,9,6,19,85,94,46,0,0,0,0,0,0,0,0,0,0
25,47,27,43,89,96,40,56,53,97,29,50,5,0,0,0,0,0,0
4,83,30,58,66,67,88,45,0,0,0,0,0,0,0,0,0,0,0
29,52,46,74,25,87,72,35,0,0,0,0,0,0,0,0,0,0,0
3,51,42,1,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0
17,44,78,31,39,65,93,34,81,0,0,0,0,0,0,0,0,0,0
55,100,39,61,41,79,69,0,0,0,0,0,0,0,0,0,0,0,0
73,20,77,55,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,42,45,54,49,35,100,0,0,0,0,0,0,0,0,0,0,0
99,9,83,53,15,71,19,65,46,74,90,22,0,0,0,0,0,0,0
100,89,82,76,81,28,95,3,0,0,0,0,0,0,0,0,0,0,0
50,60,51,39,90,98,20,33,0,0,0,0,0,0,0,0,0,0,0
86,4,47,76,5,37,94,22,13,0,0,0,0,0,0,0,0,0,0
82,97,38,60,68,6,59,0,0,0,0,0,0,0,0,0,0,0,0
28,80,5,46,64,42,4,54,27,0,0,0,0,0,0,0,0,0,0
40,57,54,92,21,32,17,20,1,56,0,0,0,0,0,0,0,0,0
76,81,5,64,8,92,15,73,96,0,0,0,0,0,0,0,0,0,0
21,96,23,18,76,14,3,5,37,0,0,0,0,0,0,0,0,0,0
89,54,6,73,85,10,77,51,62,38,0,0,0,0,0,0,0,0,0
97,67,93,74,11,77,57,85,58,65,16,52,0,0,0,0,0,0,0
41,95,35,59,66,36,6,4,61,1,0,0,0,0,0,0,0,0,0
46,97,62,94,57,55,93,68,82,35,100,40,33,0,0,0,0,0,0
59,79,43,84,48,23,2,12,38,0,0,0,0,0,0,0,0,0,0
22,92,94,80,66,88,63,2,70,27,56,0,0,0,0,0,0,0,0
53,23,49,11,75,45,0,0,0,0,0,0,0,0,0,0,0,0,0
95,94,28,42,68,51,90,82,27,99,14,18,71,0,0,0,0,0,0
6,72,99,83,61,52,49,9,43,42,7,29,0,0,0,0,0,0,0
