1,15,9,0,0,0,0,0,0,0,0,0,0,0,0
32,2,39,60,64,20,33,57,43,25,58,41,0,0,0
39,34,35,52,29,3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5,24,18,46,68,30,70,0,0,0,0,0,0,0
31,18,23,73,3,35,28,6,70,30,0,0,0,0,0
8,59,7,48,0,0,0,0,0,0,0,0,0,0,0
50,19,38,55,71,42,36,23,61,51,27,10,12,13,37
73,26,46,11,19,0,0,0,0,0,0,0,0,0,0
16,14,63,39,12,13,56,0,0,0,0,0,0,0,0
25,12,13,0,0,0,0,0,0,0,0,0,0,0,0
14,22,0,0,0,0,0,0,0,0,0,0,0,0,0
17,39,18,0,0,0,0,0,0,0,0,0,0,0,0
44,56,26,62,18,47,0,0,0,0,0,0,0,0,0
18,67,51,23,30,69,49,36,75,0,0,0,0,0,0
53,21,0,0,0,0,0,0,0,0,0,0,0,0,0
21,54,53,0,0,0,0,0,0,0,0,0,0,0,0
40,29,56,0,0,0,0,0,0,0,0,0,0,0,0
72,28,66,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,65,0,0,0,0,0,0,0,0,0,0,0,0,0
12,73,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
