3,93,94,2,52,32,42,68,12,25,58,35,100,36,80,82,19,49,56,72,51,17,86,41,1,22,15,97,65,83,38,27,67,62,39,57,71,45,75,30,64,92,88,33,77,8,43,85,20,40,98,63,90,96,87,76,31,6,44,14,84,81,61,11,21,24,10,54,5,78,16,48,23,99,69,74,29,70,55,37,73,7,50,59,13,53,4,34,89,95,79,9,18,66,26,47,46,28,60,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,83,3,72,42,88,25,22,86,56,35,17,8,67,49,51,100,1,12,45,33,93,11,77,94,39,41,80,82,38,15,43,68,32,20,75,52,27,85,19,92,36,46,65,58,97,30,31,62,91,13,95,99,24,28,54,18,59,60,69,81,76,74,55,34,7,26,73,70,37,4,50,96,23,10,5,44,89,47,63,48,79,61,66,6,16,53,84,9,87,78,40,29,21,14,98,64,90,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,97,38,33,83,50,62,85,32,31,58,48,80,13,67,71,28,21,69,72,74,49,18,34,10,39,30,59,87,63,1,14,40,90,79,20,8,52,15,57,53,35,27,86,94,55,51,100,46,6,78,56,84,9,47,77,11,98,43,93,91,17,45,82,2,44,41,66,22,23,42,65,61,75,3,76,96,37,54,36,25,81,24,26,89,16,99,92,29,12,68,88,95,70,19,60,73,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,66,96,91,90,23,40,47,26,61,69,55,9,67,33,30,18,80,20,15,27,25,56,92,19,68,36,57,86,35,12,85,8,43,52,45,46,59,79,2,11,88,75,10,94,58,78,100,42,6,39,41,29,1,49,21,51,71,53,82,93,77,32,83,17,22,38,28,64,72,97,65,62,63,3,54,95,87,50,89,60,98,48,16,4,73,76,34,74,70,84,14,81,37,44,31,13,99,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,87,95,98,54,24,76,81,99,74,73,31,16,58,65,41,82,88,100,17,49,94,1,92,3,62,27,85,97,71,22,42,30,72,57,12,32,68,33,36,19,86,20,93,15,35,2,45,77,67,80,13,56,48,37,39,70,38,51,64,52,25,44,75,60,14,43,84,4,7,34,5,8,83,50,28,90,6,63,21,29,61,10,91,59,55,11,26,47,46,78,53,40,79,18,23,96,69,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,84,34,50,77,30,67,25,20,45,8,19,52,36,12,31,63,98,95,54,59,89,11,87,9,74,79,96,73,24,69,55,46,26,47,78,91,18,40,23,21,6,61,3,22,16,82,57,70,5,92,64,42,65,62,7,35,88,51,1,93,94,83,2,44,17,43,10,28,100,33,60,85,66,49,39,76,29,71,56,37,15,75,58,4,68,32,86,80,99,90,14,81,53,38,41,72,13,27,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,70,44,4,37,14,60,3,65,27,17,83,62,71,72,42,58,56,94,88,2,51,22,86,93,49,100,33,1,39,82,75,80,90,6,26,47,28,81,79,76,99,46,69,18,61,55,23,96,16,40,11,10,38,43,68,32,53,54,95,87,9,89,24,78,31,73,84,74,34,8,50,5,25,48,59,7,77,29,20,67,41,12,36,21,52,85,15,19,92,98,91,45,35,66,97,64,63,57,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,22,38,3,15,77,62,58,27,71,93,30,8,68,72,56,85,1,67,49,83,100,86,42,80,39,19,20,43,45,41,33,57,36,51,12,82,75,35,25,17,88,92,94,64,52,32,65,2,14,7,5,13,91,48,54,70,40,87,37,23,53,99,10,73,78,18,84,16,29,34,59,50,4,76,90,31,63,26,46,60,6,9,74,96,95,69,81,24,66,21,11,89,79,28,47,44,61,98,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,25,45,19,36,12,32,77,75,27,92,57,85,94,2,93,83,56,8,35,72,51,88,71,86,15,7,39,5,80,38,41,68,52,82,30,22,43,44,13,4,33,42,37,70,48,50,97,60,34,84,64,62,3,20,14,65,58,100,17,1,49,99,95,63,81,87,24,26,76,23,55,73,74,18,54,16,69,11,29,61,46,89,79,47,9,78,10,96,40,31,53,6,91,21,90,98,66,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,65,58,1,17,100,49,98,91,31,89,23,95,99,66,59,76,81,53,29,21,61,28,10,24,87,18,54,40,74,6,16,78,73,90,12,45,19,36,3,41,97,92,75,68,43,64,2,7,38,85,22,77,15,35,52,83,8,51,72,44,30,14,50,79,33,4,56,25,69,11,60,82,67,47,70,13,32,80,55,34,71,46,5,57,62,39,94,9,88,96,84,42,93,27,48,37,26,86,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
