115,-2,-2
105,-2,-2
1,-2,-2
81,-2,-2
33,-2,-2
36,-2,-2
22,-2,-2
71,-2,-2
121,-2,-2
114,-2,-2
116,-2,-2
29,-2,-2
34,-2,-2
131,-2,-2
13,-2,-2
11,-2,-2
90,-2,-2
37,-2,-2
93,-2,-2
69,-2,-2
62,-2,-2
24,-2,-2
85,-2,-2
91,-2,-2
112,-2,-2
38,-2,-2
26,-2,-2
142,-2,-2
123,-2,-2
27,-2,-2
28,-2,-2
51,-2,-2
68,-2,-2
129,-2,-2
67,-2,-2
110,-2,-2
84,-2,-2
19,-2,-2
82,-2,-2
43,-2,-2
18,-2,-2
120,-2,-2
113,-2,-2
109,-2,-2
103,-2,-2
42,-2,-2
40,-2,-2
108,-2,-2
64,-2,-2
102,-2,-2
14,-2,-2
117,-2,-2
125,-2,-2
128,-2,-2
32,-2,-2
50,-2,-2
16,-2,-2
21,-2,-2
122,-2,-2
132,-2,-2
144,-2,-2
65,-2,-2
39,-2,-2
118,-2,-2
107,-2,-2
126,-2,-2
111,-2,-2
53,-2,-2
41,-2,-2
104,-2,-2
2,-2,-2
52,-2,-2
23,-2,-2
35,-2,-2
25,-2,-2
127,-2,-2
70,-2,-2
30,-2,-2
86,-2,-2
92,-2,-2
143,-2,-2
66,-2,-2
61,-2,-2
133,-2,-2
119,-2,-2
60,-2,-2
130,-2,-2
106,-2,-2
124,-2,-2
98,-2,-2
78,-2,-2
75,-2,-2
17,-2,-2
141,-2,-2
100,-2,-2
12,-2,-2
76,-2,-2
77,-2,-2
83,-2,-2
63,-2,-2
