31,4,7,26,14,70,93,82,42,62
52,71,64,30,9,14,70,34,89,23
91,81,63,13,43,49,38,3,97,94
1,97,20,85,94,8,3,86,84,95
9,54,78,4,31,16,83,92,94,58
29,61,96,43,72,100,88,3,27,85
88,41,35,38,8,65,26,10,5,31
100,86,83,97,94,59,87,54,84,76
15,80,32,57,68,20,26,47,10,48
95,81,13,84,22,88,72,2,49,38
20,38,86,33,34,81,46,16,91,26
6,54,16,40,99,66,13,37,100,3
33,68,64,58,39,20,70,59,89,10
72,12,45,39,42,32,20,57,69,21
25,57,10,21,24,37,23,13,34,31
15,17,22,1,99,9,28,60,29,23
44,6,29,55,54,31,42,57,64,15
83,12,51,27,3,65,26,18,29,78
38,85,80,53,44,96,55,4,26,76
39,1,83,67,6,11,26,54,40,60
86,57,65,38,40,26,96,55,5,4
36,86,45,15,73,84,21,69,98,11
74,70,91,5,28,73,50,45,51,8
39,57,83,71,82,63,96,66,37,31
99,90,74,97,92,71,17,83,8,64
38,45,11,59,54,16,84,53,73,55
25,17,20,22,10,99,7,6,84,74
35,64,1,88,38,79,96,13,90,63
14,48,4,44,32,22,49,62,27,56
72,45,51,62,73,37,26,95,81,87
97,39,91,55,73,34,90,74,76,61
36,33,3,68,80,40,6,46,31,18
38,33,15,8,36,70,9,79,98,29
55,54,14,71,92,35,17,85,2,100
82,35,44,6,76,29,74,28,50,63
19,51,92,8,47,78,4,23,40,13
1,41,17,23,84,18,31,59,63,46
65,57,43,45,72,66,69,78,47,6
3,36,75,33,70,34,61,9,79,60
92,88,43,95,54,96,11,29,26,53
86,41,39,19,12,69,37,23,55,98
8,25,68,45,31,10,79,5,66,55
9,6,63,47,54,66,53,72,57,2
16,34,21,29,59,48,7,15,17,62
25,58,41,36,75,66,78,46,90,70
4,47,13,53,98,26,77,32,100,20
56,57,43,21,16,90,89,73,47,40
11,98,96,41,33,67,20,77,86,82
8,3,33,51,12,77,97,95,90,78
12,74,10,21,89,98,95,26,99,53
23,7,4,16,50,59,70,68,1,86
41,19,30,42,40,60,28,70,18,47
1,71,57,88,27,19,15,66,14,55
24,23,48,10,31,50,30,19,68,71
60,99,98,16,88,43,82,83,15,3
21,14,76,48,84,26,90,97,35,33
32,51,71,42,28,59,14,24,5,23
73,48,4,13,81,52,2,41,43,75
93,8,62,70,50,29,44,18,78,96
15,8,82,33,67,53,74,89,50,84
18,53,7,74,13,89,38,51,22,17
64,77,67,38,33,75,71,51,50,21
4,28,87,84,14,16,23,22,56,8
75,92,30,67,39,88,59,63,50,81
69,66,34,50,95,53,6,82,57,2
14,87,73,6,89,99,62,57,80,38
81,5,21,99,70,29,87,62,1,68
12,77,93,64,82,43,75,94,87,89
100,94,67,77,76,31,69,66,79,90
91,18,28,31,63,56,3,68,49,51
97,41,92,30,19,72,7,54,79,59
100,97,83,32,88,1,78,18,7,99
73,84,66,3,32,93,15,35,58,30
2,56,57,88,92,94,98,11,46,60
46,79,69,60,66,55,26,45,22,39
68,32,19,100,51,46,78,63,76,48
20,58,23,31,6,28,7,46,47,37
21,98,44,99,63,82,43,80,17,27
54,84,5,90,98,27,2,1,68,85
84,53,46,31,67,58,25,83,33,51
17,52,30,25,22,2,47,14,46,6
2,3,22,76,26,63,59,60,50,29
24,37,16,87,25,64,75,77,93,17
69,34,9,61,4,1,58,65,100,12
8,25,62,45,6,78,69,96,99,21
36,39,77,57,1,81,10,46,37,74
80,64,49,45,52,84,50,61,63,73
74,7,77,30,88,71,25,80,1,58
93,22,25,39,30,85,1,99,69,11
85,93,80,82,79,10,63,29,9,50
62,45,64,77,3,30,56,39,61,89
27,97,72,56,36,68,3,35,90,16
100,19,67,77,64,23,21,9,14,7
41,33,92,8,85,49,57,32,81,63
73,7,79,66,24,54,10,80,1,64
48,11,40,18,49,27,82,41,17,92
66,98,53,14,99,8,39,32,42,93
53,50,74,47,69,76,36,62,82,52
50,61,66,23,44,96,1,49,86,39
90,40,14,24,21,54,57,15,86,75
77,68,57,42,55,78,66,87,95,47
56,8,67,27,94,58,42,80,10,53
73,37,18,14,22,88,75,3,15,8
64,52,33,83,38,46,91,50,61,99
95,87,90,29,84,4,39,83,38,94
27,20,67,94,12,17,32,22,89,53
26,70,95,10,87,2,8,1,97,57
84,44,47,28,18,89,85,42,35,33
34,84,70,79,91,58,1,33,71,85
34,44,61,50,14,13,68,8,41,65
56,3,83,93,68,99,69,40,10,9
29,31,10,88,32,36,49,85,51,94
3,49,51,58,36,77,96,91,95,34
57,92,58,18,69,79,98,91,73,48
25,67,100,41,7,84,76,90,11,14
80,83,39,12,62,14,29,53,24,4
69,40,78,84,37,79,65,64,93,75
73,4,23,26,9,95,49,32,83,8
49,77,39,100,3,43,62,13,81,29
26,44,13,98,54,61,78,19,51,94
100,56,25,42,48,5,90,59,34,16
91,53,73,9,96,61,63,93,49,45
59,79,53,37,56,51,38,30,88,94
100,19,33,71,42,97,48,84,31,70
82,97,56,75,86,5,28,79,74,66
57,68,55,9,16,54,46,6,99,23
52,32,35,55,4,5,53,48,66,78
96,4,31,73,60,78,88,49,19,58
57,52,75,97,76,81,40,23,95,50
11,91,6,9,47,66,46,64,100,68
76,98,50,26,34,59,37,15,39,83
59,40,79,76,10,90,35,41,22,100
31,90,78,37,1,71,27,85,41,49
66,31,34,96,26,33,62,72,52,41
37,48,10,54,16,92,12,93,82,68
87,76,23,50,94,20,83,19,57,62
10,84,87,74,89,70,77,56,65,33
53,40,11,18,63,55,72,80,38,15
92,30,14,59,23,87,28,91,95,21
63,70,76,7,31,14,28,36,51,56
82,45,77,72,3,44,79,34,29,11
25,43,22,49,32,39,87,34,44,24
95,59,40,78,17,25,12,1,39,88
52,8,19,35,41,16,61,11,84,78
91,50,61,96,63,94,83,88,80,77
77,67,92,85,86,62,22,42,21,87
46,11,95,13,44,59,12,77,36,82
49,57,65,99,6,44,54,55,23,10
22,85,52,57,72,86,63,96,23,60
10,14,89,84,64,97,41,35,36,52
