e3,e93,e94,e2,e52,e32,e42,e68,e12,e25,e58,e35,e100,e36,e80,e82,e19,e49,e56,e72,e51,e17,e86,e41,e1,e22,e15,e97,e65,e83,e38,e27,e67,e62,e39,e57,e71,e45,e75,e30,e64,e92,e88,e33,e77,e8,e43,e85,e20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e40,e98,-1,e63,e90,e96,e87,e76,e31,e6,e44,e14,e84,e81,e61,e11,e21,e24,e10,e54,e5,e78,e16,e48,e23,e99,e69,e74,e29,e70,e55,e37,e73,e7,e50,e59,e13,e53,e4,e34,e89,e95,e79,e9,e18,e66,e26,e47,e46,e28,e60,e91,,,,,
e71,e83,e3,e72,e42,e88,e25,e22,e86,e56,e35,e17,e8,e67,e49,e51,e100,e1,e12,e45,e33,e93,e11,e77,e94,e39,e41,e80,e82,e38,e15,e43,e68,e32,e20,e75,e52,e27,e85,e19,e92,e36,e46,e65,e58,e97,e30,e31,e62,e91,e13,e95,e99,e24,e28,e54,e18,e59,e60,e69,e81,e76,e74,e55,e34,e7,e26,e73,e70,e37,e4,e50,e96,e23,e10,e5,e44,e89,e47,e63,e48,e79,e61,e66,e6,e16,e53,e84,e9,e87,e78,e40,e29,e21,e14,e98,e64,e90,e57,e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,e64,e97,e38,e33,e83,e50,e62,e85,e32,e31,e58,e48,e80,e13,e67,e71,e28,e21,e69,e72,e74,e49,e18,e34,e10,e39,e30,e59,e87,e63,e1,e14,e40,e90,e79,e20,e8,e52,e15,e57,e53,e35,e27,e86,e94,e55,e51,e100,e46,e6,e78,e56,e84,e9,e47,e77,e11,e98,e43,e93,e91,e17,e45,e82,e2,e44,e41,e66,e22,e23,e42,e65,e61,e75,e3,e76,e96,e37,e54,e36,e25,e81,e24,e26,e89,e16,e99,e92,e29,e12,e68,e88,e95,e70,e19,e60,e73,e4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e7,-1,e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e7,e5,-1,-1,e66,e96,e91,e90,e23,e40,e47,e26,e61,e69,e55,e9,e67,e33,e30,e18,e80,e20,e15,e27,e25,e56,e92,e19,e68,e36,e57,e86,e35,e12,e85,e8,e43,e52,e45,e46,e59,e79,e2,e11,e88,e75,e10,e94,e58,e78,e100,e42,e6,e39,e41,e29,e1,e49,e21,e51,e71,e53,e82,e93,e77,e32,e83,e17,e22,e38,e28,e64,e72,e97,e65,e62,e63,e3,-1,-1,-1,-1,-1,-1,-1,-1,-1,e54,-1,e95,e87,e50,e89,e60,e98,e48,e16,e4,e73,e76,e34,e74,e70,e84,e14,e81,e37,e44,e31,e13,e99,e24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e89,-1,e87,e95,e98,-1,e54,e24,e76,e81,e99,e74,e73,e31,e16,-1,-1,e58,e65,-1,-1,-1,e41,e82,-1,e88,e100,e17,e49,e94,-1,e1,e92,-1,e3,e62,e27,e85,e97,e71,e22,e42,e30,e72,e57,e12,e32,e68,e33,e36,e19,e86,e20,e93,e15,e35,e2,e45,e77,e67,e80,e13,e56,e48,e37,e39,e70,e38,e51,e64,e52,e25,e44,e75,e60,e14,e43,e84,e4,e7,e34,e5,e8,e83,e50,-1,e28,e90,-1,e6,-1,e63,e21,e29,e61,e10,e91,e59,e55,e11,e26,e47,e46,e78,e53,e40,e79,e18,e23,e96,e69,e66,e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e48,-1,-1,-1,-1,-1,-1,e84,-1,e34,e50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e77,-1,-1,-1,e30,-1,e67,e25,e20,e45,e8,e19,e52,e36,e12,-1,-1,-1,-1,-1,-1,e31,e63,-1,-1,e98,e95,e54,-1,e59,e89,e11,e87,-1,e9,e74,e79,e96,e73,e24,e69,e55,e46,e26,e47,-1,-1,-1,-1,-1,-1,e78,e91,e18,e40,e23,e21,e6,e61,e3,e22,e16,e82,e57,e70,e5,e92,e64,e42,e65,e62,e7,e35,e88,e51,e1,e93,e94,e83,e2,e44,e17,e43,e10,e28,e100,e33,e60,e85,e66,e49,e39,e76,e29,e71,e56,e37,e15,e75,e58,e4,e68,e32,e86,e80,e99,e90,e14,e81,e53,e38,e41,e72,e13,e27,e97,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e13,-1,-1,-1,-1,e70,e44,e4,e37,-1,e14,-1,-1,e60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e3,-1,-1,e65,e27,e17,e83,e62,e71,e72,e42,e58,e56,e94,e88,e2,e51,e22,e86,e93,e49,e100,e33,e1,e39,e82,e75,e80,e90,e6,e26,e47,e28,e81,e79,e76,e99,e46,e69,e18,e61,e55,e23,e96,e16,e40,e11,e10,e38,e43,e68,e32,e53,e54,e95,e87,e9,e89,e24,e78,e31,e73,e84,e74,e34,e8,e50,e5,e25,e48,e59,e7,e77,e29,e20,e67,e41,e12,e36,e21,e52,e85,e15,e19,e92,e98,e91,e45,e35,e66,e97,e64,e63,e57,e30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,e97,e22,e38,e3,e15,e77,e62,e58,e27,e71,e93,e30,e8,e68,e72,e56,e85,e1,e67,e49,e83,e100,e86,e42,e80,e39,e19,e20,e43,e45,e41,e33,e57,e36,e51,e12,e82,e75,e35,e25,e17,e88,e92,e94,e64,e52,e32,e65,e2,-1,-1,-1,-1,-1,-1,-1,-1,e14,-1,e7,-1,-1,e5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e13,e91,-1,e48,e54,e70,e40,e87,e37,e23,e53,e99,e10,e73,e78,e18,e84,e16,e29,e34,e59,e50,e4,e76,e90,e31,e63,e26,e46,e60,e6,e9,e74,e96,e95,e69,e81,e24,e66,e21,e11,e89,e79,e28,e47,e44,e61,e98,e55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e67,e25,-1,-1,e45,e19,e36,e12,e32,e77,e75,e27,e92,e57,e85,e94,e2,e93,e83,e56,e8,e35,e72,e51,e88,e71,e86,e15,e7,e39,e5,e80,e38,e41,e68,e52,e82,e30,e22,e43,e44,e13,e4,e33,e42,e37,e70,e48,e50,e97,e60,e34,e84,e64,e62,e3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e14,-1,e65,-1,e58,-1,-1,e100,e17,-1,-1,e1,e49,-1,-1,-1,e99,e95,e63,e81,e87,e24,e26,e76,e23,e55,e73,e74,e18,e54,e16,e69,e11,e29,e61,e46,e89,e79,e47,e9,e78,e10,e96,e40,e31,e53,e6,e91,e21,e90,e98,e66,e59,e28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e20,-1,-1,-1,-1,-1,-1,-1,-1,e65,-1,-1,-1,-1,e58,-1,-1,-1,-1,-1,e1,-1,-1,-1,-1,e17,e100,e49,e98,e91,e31,e89,-1,e23,e95,e99,e66,e59,e76,e81,e53,e29,e21,e61,e28,e10,e24,e87,e18,e54,e40,e74,e6,e16,e78,e73,e90,e12,-1,-1,-1,e45,-1,e19,-1,-1,-1,-1,-1,-1,e36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,e3,-1,e41,e97,-1,e92,e75,e68,e43,e64,e2,e7,e38,e85,e22,e77,e15,e35,e52,e83,e8,e51,e72,e44,e30,e14,e50,e79,e33,e4,e56,e25,e69,e11,e60,e82,e67,e47,e70,e13,e32,e80,e55,e34,e71,e46,e5,e57,e62,e39,e94,e9,e88,e96,e84,e42,e93,e27,e48,e37,e26,e86,-1,e63,,,,,,,,,,,,,,,,,,,,,,,,,
