4,-2,-2
74,-2,-2
111,-2,-2
128,-2,-2
67,-2,-2
43,-2,-2
95,-2,-2
144,-2,-2
118,-2,-2
137,-2,-2
147,-2,-2
14,-2,-2
110,-2,-2
-1,1,-2
9,-2,-2
44,-2,-2
27,-2,-2
108,-2,-2
93,-2,-2
77,-2,-2
-1,100,-2
81,-2,-2
99,-2,-2
83,-2,-2
85,-2,-2
-1,131,-2
18,-2,-2
140,-2,-2
-1,112,-2
64,-2,-2
-1,-1,54
127,-2,-2
49,-2,-2
-1,65,-2
28,-2,-2
45,-2,-2
-1,103,-2
104,-2,-2
31,-2,-2
143,-2,-2
71,-2,-2
-1,121,-2
142,-2,-2
17,-2,-2
-1,87,-2
-1,37,-2
-1,-1,38
96,-2,-2
119,-2,-2
145,-2,-2
36,-2,-2
149,-2,-2
46,-2,-2
135,-2,-2
-1,21,-2
47,-2,-2
101,-2,-2
13,-2,-2
-1,132,-2
82,-2,-2
122,-2,-2
116,-2,-2
70,-2,-2
-1,2,-2
-1,7,-2
-1,73,-2
69,-2,-2
130,-2,-2
-1,-1,-1
52,-2,-2
34,-2,-2
134,-2,-2
-1,-1,-1
35,-2,-2
-1,58,-2
-1,-1,-1
-1,88,-2
72,-2,-2
-1,90,-2
-1,138,-2
11,-2,-2
48,-2,-2
25,-2,-2
124,-2,-2
6,-2,-2
125,-2,-2
139,-2,-2
55,-2,-2
60,-2,-2
-1,-1,-1
113,-2,-2
-1,5,-2
-1,117,-2
3,-2,-2
30,-2,-2
40,-2,-2
-1,-1,-1
50,-2,-2
89,-2,-2
-1,84,-2
